nd ,Gender,Country,Age,Income,Marital-Stat5,workclass,credit-score,Learning,Tenure,Balance,Products,Education,Occupation,Target
419,0,0,39,30000,0,1,26981,5,4,100000,3,1,0,0
420,0,2,32,350000,1,0,67761,4,4,108007,3,1,0,0
421,0,0,40,10000,1,2,0,5,4,101912,3,1,0,0
422,0,1,27,180000,0,2,3578,3,3,103898,2,2,2,0
423,0,2,37,500000,1,2,6694,3,3,117470,-1,2,0,1
424,0,0,39,260000,1,0,136007,6,4,105400,5,0,1,1
425,1,1,31,150000,0,4,31991,2,2,118696,2,2,3,0
426,0,2,33,210000,0,2,27042,3,3,100000,2,1,0,0
427,0,2,29,50000,0,4,0,-1,2,100000,1,3,2,0
428,1,0,25,150000,1,2,890,3,3,100000,2,2,3,0
429,0,2,30,220000,0,2,8939,3,3,100316,2,2,2,0
430,1,0,40,210000,1,2,3180,3,2,100000,1,3,3,0
431,1,2,39,20000,1,2,628,3,3,100700,2,2,2,0
432,0,0,26,150000,1,0,115786,4,3,110000,2,3,3,0
433,0,0,36,180000,0,0,14222,4,4,101300,5,0,2,0
434,0,0,40,230000,1,4,0,-1,3,100000,2,2,2,0
435,1,2,55,140000,0,0,65640,4,4,102800,3,1,0,0
436,0,1,23,50000,0,0,43979,-1,4,102000,3,1,0,0
437,0,2,44,400000,1,3,278863,8,6,100000,3,1,2,1
438,0,0,48,140000,1,0,41241,4,4,101996,3,1,0,0
439,1,0,37,420000,1,0,415257,4,4,116850,3,1,0,1
440,0,0,27,50000,1,0,45632,4,4,101837,-1,1,0,0
441,0,2,30,80000,0,0,44999,4,4,102100,3,1,0,0
442,0,0,41,100000,1,4,0,2,2,100000,1,3,3,1
443,0,0,25,160000,1,3,103398,8,6,100000,3,1,0,0
444,0,2,36,80000,1,2,78780,3,2,100000,1,3,2,0
445,0,0,34,60000,1,1,24898,6,6,103800,5,0,0,1
446,0,2,36,310000,0,4,0,2,2,398887,1,3,3,0
447,1,0,36,230000,0,4,3245,2,2,101864,1,3,3,0
448,0,0,29,100000,1,1,75242,6,4,100000,3,0,1,0
449,1,0,38,80000,0,0,89394,4,4,105000,3,1,0,0
450,0,0,38,250000,1,0,236546,6,4,108007,3,1,0,0
451,0,2,29,500000,0,2,16090,3,3,137039,2,1,0,0
452,0,1,45,160000,1,2,227,3,2,100280,1,2,0,0
453,0,1,56,30000,1,3,25158,5,6,100000,5,0,1,0
454,0,0,25,70000,0,0,19112,6,4,101629,3,0,1,1
455,1,0,26,120000,0,4,316,2,2,100316,1,3,3,0
456,0,1,48,500000,1,2,485,3,4,106342,3,1,2,0
457,1,0,48,200000,1,0,205150,4,2,100000,1,3,3,0
458,1,0,30,50000,0,1,200,6,6,100000,5,0,3,1
459,1,0,45,290000,0,0,212643,4,4,106755,3,1,0,0
460,1,2,32,200000,1,1,760,3,3,100000,5,2,2,0
461,0,1,41,200000,1,4,0,2,2,100000,1,3,3,0
462,1,0,26,80000,0,0,60315,4,4,102850,-1,3,3,0
463,1,2,25,130000,0,2,13350,3,3,106141,2,1,0,0
464,0,1,43,150000,1,2,264,3,6,101000,3,2,2,1
465,0,0,43,260000,1,2,684,3,3,101742,1,2,2,0
466,0,2,30,200000,0,0,74961,4,4,102513,3,1,0,0
467,0,0,33,140000,1,2,0,5,4,107933,3,1,0,0
468,0,2,35,430000,1,2,3642,3,3,100492,-1,2,0,0
469,1,2,32,120000,0,0,45117,4,4,103000,3,1,0,0
470,1,0,37,10000,0,2,885,3,3,101475,3,2,0,0
471,1,0,26,30000,0,1,17989,5,6,100000,5,0,1,1
472,1,0,34,80000,1,4,0,5,3,100000,2,2,3,0
473,0,2,29,150000,0,0,110018,4,4,102400,-1,0,1,0
474,1,2,28,80000,1,1,56272,6,6,104000,3,1,0,0
475,0,2,32,30000,1,2,3684,3,3,102911,1,3,3,0
476,0,0,32,150000,1,0,3000,3,4,284000,3,1,0,0
477,0,2,27,60000,0,4,0,5,2,100000,2,2,2,0
478,1,5,39,270000,0,2,0,5,3,110193,2,2,3,0
479,0,2,37,140000,1,0,37625,4,4,101657,3,1,0,0
480,1,2,25,100000,1,0,91842,3,4,101809,3,3,3,0
481,0,2,27,350000,0,0,83415,4,4,104000,3,1,0,0
482,1,1,42,160000,1,0,75847,3,4,130000,3,1,0,0
483,0,2,28,140000,0,0,9305,4,6,104800,3,1,0,1
484,0,2,30,220000,0,0,72546,4,4,105206,3,1,2,0
485,1,2,29,90000,0,2,140,3,3,100000,3,2,2,0
486,1,0,58,200000,1,1,190672,6,4,100000,3,0,0,0
487,0,1,46,30000,0,1,19830,6,3,100000,5,1,0,0
488,1,0,30,100000,0,0,31373,4,4,101602,-1,1,2,0
489,0,1,25,50000,0,0,33831,4,4,102000,3,1,0,0
490,0,0,34,90000,1,1,8021,-1,6,100077,2,2,2,0
491,1,0,46,50000,1,0,48677,4,4,102000,-1,3,3,1
492,0,1,30,20000,1,0,12304,4,4,105170,1,2,0,0
493,1,0,52,50000,0,0,50557,4,4,102283,3,1,0,1
494,0,0,26,300000,0,0,63425,4,4,103005,3,1,0,0
495,1,2,30,380000,0,0,192132,4,4,110123,3,1,0,0
496,0,2,36,70000,1,1,31919,5,4,100000,3,1,0,1
497,0,0,32,420000,0,0,476396,-1,4,116007,3,1,0,0
498,0,0,26,180000,1,0,186248,4,4,118000,3,1,0,0
499,0,0,41,80000,1,4,0,2,2,100000,1,3,3,0
500,1,2,37,450000,1,4,16666,-1,2,116662,1,3,3,0
501,0,0,53,220000,1,0,220389,6,4,108490,3,1,0,1
502,0,0,26,290000,0,1,18099,5,6,101400,3,1,0,0
503,0,0,29,30000,0,0,22501,4,6,102429,3,1,3,0
504,0,0,30,120000,1,0,121038,4,4,104700,3,1,0,0
505,0,1,41,160000,1,1,46017,6,6,102200,3,1,1,1
506,0,2,40,150000,1,4,52097,-1,2,102000,1,2,0,0
507,0,0,25,30000,0,1,26568,5,6,101600,5,0,1,0
508,0,0,35,150000,1,4,-10,-1,2,108856,-1,3,3,1
509,0,1,39,20000,1,1,8562,-1,6,101200,5,0,0,1
510,0,0,40,180000,1,0,23820,-1,4,102005,3,1,0,0
511,1,2,36,450000,0,2,2500,-1,2,100000,1,3,3,1
512,1,0,38,360000,1,2,696,3,3,100546,-1,0,2,0
513,0,1,30,250000,0,2,1962,3,3,100082,2,2,2,0
514,0,2,29,150000,0,2,3305,3,2,100000,2,2,2,0
515,1,2,42,60000,1,0,39986,6,4,102000,-1,1,1,1
516,1,0,43,260000,1,0,99523,4,4,103514,3,1,0,0
517,1,0,48,50000,0,0,4975,4,4,102000,3,0,0,1
518,1,0,26,50000,0,0,5385,4,4,102000,2,2,2,0
519,0,0,34,230000,0,4,1716,2,2,101518,1,3,3,0
520,0,1,49,80000,1,0,79967,4,4,102700,3,1,0,0
521,1,2,33,410000,1,2,3244,3,3,108339,-1,2,2,0
522,0,0,32,70000,0,0,67955,6,4,103007,-1,1,0,1
523,1,0,30,80000,0,2,5092,3,3,104623,2,2,2,0
524,0,0,40,160000,1,4,0,2,2,100000,1,3,3,0
525,0,0,32,80000,0,0,77535,-1,4,103010,3,1,0,0
526,0,3,21,50000,0,0,1211,4,4,102000,3,1,0,0
527,1,0,44,80000,1,2,1245,4,4,127279,3,1,0,0
528,1,0,30,10000,0,2,1473,4,4,103236,2,2,2,1
529,0,0,46,170000,1,2,2741,3,3,101848,-1,2,2,1
530,0,0,37,70000,1,0,68886,4,4,102850,3,0,1,1
531,1,2,42,70000,1,0,119687,4,6,111100,5,1,0,0
532,1,2,26,200000,0,2,299,3,2,100000,1,3,3,0
533,1,2,48,180000,1,0,167140,4,4,108000,3,1,0,0
534,1,2,29,140000,0,0,29785,4,4,104000,3,1,0,0
535,1,2,29,110000,0,0,106698,4,4,106000,3,1,0,0
536,0,0,33,350000,1,4,-7438,2,3,252000,3,1,0,0
537,1,2,33,120000,1,0,119684,4,4,105000,3,1,0,0
538,0,2,28,300000,0,2,788,3,3,101000,2,1,0,0
539,0,2,26,180000,0,4,0,5,2,100000,1,2,2,0
540,1,0,28,100000,0,0,9125,4,4,102000,3,1,0,1
541,1,2,32,100000,0,0,99573,4,4,102787,3,0,0,0
542,0,0,28,30000,0,2,5688,3,2,100000,2,2,2,0
543,0,0,27,50000,0,0,25870,4,4,101325,-1,1,0,0
544,0,0,27,330000,1,4,0,2,2,100000,1,3,2,0
545,1,2,26,130000,0,2,-888,5,6,106694,-1,2,2,0
546,1,2,42,230000,1,0,222059,6,4,107300,3,1,0,1
547,0,2,31,140000,0,4,0,5,2,100241,1,3,3,0
548,0,0,58,30000,1,1,11223,5,6,100000,5,0,1,1
549,0,0,38,130000,1,2,929,3,3,102876,2,2,2,0
550,0,2,46,360000,1,2,42094,4,4,110600,3,1,0,0
551,0,0,33,120000,1,0,90575,4,4,103204,3,1,0,0
552,0,0,39,100000,0,0,24110,4,3,102000,3,1,2,0
553,1,3,45,50000,1,0,71927,6,4,103000,3,1,0,1
554,1,0,49,30000,0,2,1659,3,3,101473,2,2,2,0
555,0,2,23,70000,0,0,45707,4,4,101931,-1,1,0,0
556,0,2,41,320000,0,4,2197,2,2,101376,1,3,3,0
557,0,0,32,120000,1,0,113869,4,4,105498,3,1,0,0
558,1,2,42,200000,1,0,125722,4,6,112400,3,1,0,0
559,0,2,25,250000,0,0,18761,4,4,104662,3,1,0,0
560,1,1,32,30000,0,0,27995,-1,4,101456,3,1,0,0
561,0,0,33,70000,0,0,62209,4,4,102900,3,0,0,0
562,1,2,46,330000,1,2,7401,3,3,104567,2,1,0,0
563,1,0,24,30000,0,0,25063,4,4,101545,-1,2,1,0
564,1,0,40,100000,1,0,99958,4,4,102975,2,2,2,0
565,1,0,55,180000,1,2,6854,3,3,100560,2,2,0,1
566,1,2,30,90000,1,0,38921,4,4,112000,3,1,0,0
567,1,1,38,600000,1,0,459600,4,4,113713,3,1,0,0
568,0,0,22,10000,1,2,390,3,3,100390,3,1,0,0
569,0,2,29,260000,0,1,792,6,3,100000,2,2,0,1
570,1,2,41,390000,1,1,167795,6,6,107299,5,0,1,1
571,0,2,42,420000,1,4,0,-1,2,100000,1,3,3,1
572,1,0,44,50000,1,2,1473,6,6,102423,3,1,0,1
573,1,0,29,170000,0,2,3362,3,4,164612,-1,2,2,0
574,1,0,44,90000,0,1,36835,5,6,100000,5,0,0,0
575,0,1,56,170000,2,4,0,5,3,100000,2,3,2,0
576,0,0,43,80000,1,4,398,2,2,100381,1,3,3,1
577,1,1,41,220000,0,0,193903,4,4,108000,3,1,0,0
578,0,0,24,20000,0,2,4261,-1,3,107830,3,2,2,0
579,1,0,39,160000,1,0,14658,4,4,101258,3,1,1,1
580,1,0,43,100000,0,0,47730,4,4,101808,3,1,0,0
581,0,0,41,450000,1,2,104624,4,4,128114,2,2,2,0
582,0,0,42,60000,1,0,58899,4,4,102579,3,1,0,0
583,1,2,28,150000,0,0,6065,4,4,105000,-1,1,3,1
584,0,0,37,360000,2,0,10764,4,4,101052,2,2,2,0
585,0,1,30,30000,3,0,24171,4,6,103634,5,1,0,0
586,0,1,42,30000,0,1,30445,-1,6,100000,5,1,0,1
587,1,2,38,50000,0,0,27148,4,4,101655,3,1,0,0
588,0,0,31,130000,1,0,32215,4,4,102000,3,1,0,0
589,1,2,41,20000,0,4,18803,2,4,136147,-1,1,0,1
590,0,0,24,180000,1,0,6272,4,2,100000,2,2,3,0
591,0,1,41,240000,1,4,-2225,5,2,100012,2,1,0,0
592,0,2,26,60000,0,2,959,3,3,100000,2,2,2,0
593,1,1,42,50000,1,0,10343,6,4,102000,5,1,0,1
594,1,0,36,50000,1,0,3580,3,4,101084,3,1,0,1
595,1,2,38,50000,0,2,390,3,3,100390,2,2,2,1
596,0,2,31,400000,0,2,72551,3,3,108657,2,1,0,0
597,0,0,54,500000,1,0,455977,4,4,113455,3,1,0,0
598,0,0,34,200000,0,2,13112,4,3,113011,2,3,3,0
599,0,1,47,100000,1,0,46104,4,4,102086,3,1,0,0
600,1,1,57,300000,1,2,0,5,3,100176,2,2,2,0
601,1,0,26,20000,0,0,18838,-1,4,101200,1,3,2,0
602,0,0,48,360000,1,0,226430,4,4,109100,3,1,0,0
603,1,0,39,30000,1,1,29388,5,4,100000,3,1,0,0
604,0,1,35,320000,1,0,157249,4,4,106000,3,1,0,1
605,1,0,40,190000,0,1,145613,6,6,115000,5,0,1,1
606,0,2,35,80000,1,1,3614,3,3,100000,2,2,2,0
607,0,2,27,210000,0,0,15663,4,4,101500,3,1,0,0
608,1,0,29,140000,1,0,14544,4,4,108376,3,1,0,0
609,0,0,22,20000,0,1,15706,5,6,101000,3,1,0,1
610,1,2,32,460000,0,0,386437,4,4,115000,3,1,0,0
611,0,2,32,200000,0,2,14279,3,3,103904,-1,1,2,0
612,0,0,29,20000,1,0,15890,4,4,102000,3,1,0,0
613,1,2,27,20000,0,1,6274,5,3,100000,2,1,0,0
614,0,2,64,150000,0,1,157231,5,4,100003,3,1,0,0
615,0,0,35,230000,0,4,0,2,2,100000,1,3,3,1
616,1,0,39,130000,1,0,88014,4,4,103245,3,1,0,0
617,0,2,53,150000,1,2,8706,3,6,102508,2,2,0,0
618,0,2,33,300000,0,4,920,2,2,101592,1,3,3,0
619,0,2,27,50000,0,0,45190,4,4,105277,3,3,3,0
620,0,1,32,50000,1,0,42740,4,4,103000,3,1,0,0
621,0,1,28,30000,1,0,16162,4,4,102000,3,1,0,1
622,0,2,38,290000,1,2,0,5,4,107023,3,1,2,0
623,0,2,31,100000,1,4,0,5,2,100000,1,3,2,0
624,0,0,38,230000,1,2,4549,3,3,100000,-1,1,0,0
625,0,0,62,110000,1,0,33536,4,4,103000,3,1,0,0
626,1,0,34,50000,0,0,46413,-1,6,104729,3,1,0,0
627,0,2,35,250000,1,0,88132,4,4,103500,3,1,0,0
628,1,2,34,240000,0,1,40286,-1,3,100014,2,1,0,0
629,1,1,40,360000,0,2,2569,-1,3,100316,3,1,0,0
630,0,2,24,110000,0,0,67729,4,4,103000,3,1,0,0
631,0,0,22,10000,0,2,656,3,4,110128,3,1,0,0
632,0,1,37,220000,1,2,200,3,6,100400,2,2,2,1
633,0,0,26,140000,0,0,9589,3,4,170000,3,1,0,0
634,1,0,29,200000,0,1,2500,7,6,100000,7,6,5,1
635,0,2,29,200000,0,2,55788,5,3,108394,2,2,2,0
636,0,6,47,150000,1,0,89327,4,4,104539,3,1,0,0
637,0,0,27,230000,0,0,47520,4,4,102000,-1,1,0,0
638,0,1,49,130000,0,0,89003,4,4,104100,3,1,0,1
639,1,0,38,200000,1,1,102272,6,6,105000,5,1,0,1
640,1,1,53,30000,1,1,18361,5,6,102500,5,0,1,1
641,1,1,37,500000,1,0,89574,4,4,105053,3,1,0,0
642,0,1,38,30000,1,4,1535,2,2,100835,1,3,3,0
643,0,2,29,400000,0,0,74829,4,6,107017,3,1,0,1
644,1,0,23,10000,0,2,3072,4,3,102535,2,1,2,0
645,1,0,44,120000,1,0,92007,4,4,105417,3,1,0,0
646,0,2,47,180000,1,4,0,5,2,100000,1,3,3,0
647,0,0,51,30000,1,1,16490,5,7,103000,5,0,0,1
648,0,0,24,50000,0,4,0,5,3,100000,2,1,0,0
649,0,0,54,50000,1,0,48403,4,4,102020,-1,1,0,0
650,1,1,48,130000,1,0,68629,4,4,102187,3,1,0,0
651,0,2,36,500000,1,2,7297,3,3,112349,2,2,2,0
652,1,2,44,200000,1,0,75811,4,4,104001,3,1,0,0
653,0,1,35,50000,1,0,48829,4,4,102046,3,1,0,0
654,1,1,35,360000,1,2,0,5,3,104359,2,3,3,0
655,0,2,27,430000,0,4,389,2,2,100390,1,3,3,0
656,1,1,22,10000,0,5,8357,5,7,100000,5,0,1,1
657,1,2,38,220000,0,0,209044,4,4,107705,3,1,0,0
658,0,2,23,230000,0,4,61580,2,2,102862,1,3,3,0
659,0,2,37,420000,1,2,38386,3,3,100316,-1,2,2,1
660,1,2,53,260000,1,0,73223,4,4,102001,3,1,0,0
661,0,0,48,280000,1,2,9511,6,4,135852,-1,1,0,1
662,0,2,29,220000,0,4,19030,-1,2,114287,-1,3,3,0
663,1,0,22,20000,0,1,17990,3,4,100000,3,1,1,0
664,1,1,42,30000,1,1,14655,5,4,100014,3,1,0,0
665,0,0,43,20000,1,2,1475,3,3,101291,2,2,2,0
666,1,2,49,150000,1,4,111348,-1,2,106000,1,3,3,0
667,1,0,30,360000,1,2,1431,3,3,103933,2,2,2,0
668,0,2,28,240000,0,0,46746,4,4,101868,3,1,0,0
669,0,0,36,200000,1,2,8812,3,3,115234,2,1,2,0
670,1,0,40,180000,1,1,172584,5,4,101000,3,1,0,0
671,1,3,42,150000,1,0,143947,6,4,104742,-1,1,0,0
672,1,1,49,20000,0,0,15237,4,4,101600,3,1,0,0
673,1,0,32,260000,0,4,3581,-1,2,100000,1,2,2,0
674,0,0,25,30000,1,1,29304,5,4,100000,3,1,0,1
675,0,2,38,90000,1,0,85376,4,4,104326,3,1,1,0
676,0,2,38,450000,0,2,1414,4,3,101080,-1,2,3,1
677,0,1,22,10000,0,0,7572,4,4,101118,2,2,1,0
678,0,2,46,350000,0,2,5372,3,3,112277,1,3,3,0
679,1,0,39,60000,1,0,59929,4,4,102110,3,1,0,0
680,1,2,27,200000,0,4,2436,2,2,105963,1,3,3,0
681,0,2,30,260000,1,0,25661,4,4,105000,-1,1,0,0
682,1,0,23,20000,0,0,10478,4,4,101193,3,1,0,0
683,0,2,27,80000,0,0,42414,4,4,102039,3,0,1,0
684,0,0,33,170000,1,4,4018,2,2,106330,1,3,3,0
685,1,2,43,500000,0,0,141323,-1,4,105000,3,1,0,0
686,1,2,31,450000,0,2,757,3,3,101422,5,2,0,0
687,1,1,47,20000,2,0,18768,4,4,101400,3,1,0,0
688,0,0,26,160000,1,1,75628,5,4,100000,3,1,0,0
689,1,0,43,180000,1,0,4425,3,4,101200,3,1,0,1
690,0,2,36,110000,0,0,108316,4,4,104600,3,1,0,0
691,0,0,28,130000,1,0,86914,-1,4,106134,3,1,0,0
692,1,0,25,20000,0,0,18193,4,4,101800,3,1,0,0
693,0,0,22,50000,0,0,8567,3,4,115000,3,1,0,0
694,0,2,31,330000,0,0,4054,3,4,101091,3,1,0,0
695,1,0,33,30000,0,0,29956,4,4,129000,3,1,0,0
696,1,2,27,130000,0,2,2207,3,6,103747,3,1,3,0
697,0,2,34,320000,1,2,7417,3,3,108000,3,2,2,0
698,0,0,25,310000,0,4,2548,2,2,110317,1,3,3,0
699,1,1,57,20000,0,0,9918,6,4,102000,5,4,1,0
700,1,0,26,50000,0,0,47052,4,4,101728,3,1,0,0
701,0,0,39,150000,1,1,156713,6,4,100000,3,1,0,1
702,1,2,36,270000,0,4,11464,2,2,101879,1,3,3,0
703,1,2,31,90000,0,0,79397,4,4,102950,3,1,0,1
704,0,2,37,80000,1,0,27695,3,3,110000,2,2,2,1
705,0,2,27,60000,0,1,19341,6,4,100900,3,1,1,1
706,1,0,28,50000,0,0,33094,4,4,117012,-1,1,0,0
707,0,2,35,520000,0,0,60912,4,4,107000,3,1,0,0
708,0,0,26,140000,0,0,135294,4,4,107462,3,1,1,0
709,0,2,30,140000,0,2,4717,3,3,105329,2,2,2,0
710,1,0,24,80000,0,0,79047,4,4,103837,3,1,0,0
711,1,0,29,110000,0,0,112533,4,4,104101,3,1,0,0
712,0,0,33,500000,0,2,11058,2,4,118641,3,3,3,0
713,1,2,31,420000,0,4,1569,2,2,100565,1,3,3,0
714,0,0,36,320000,0,2,396,3,3,100396,2,2,2,0
715,0,1,45,230000,1,0,15160,4,4,101500,3,1,0,0
716,0,2,27,360000,1,4,0,5,2,100000,1,3,3,1
717,0,0,26,270000,0,0,84188,4,4,105000,3,1,0,0
718,1,1,33,50000,1,0,19374,4,4,101346,5,1,0,0
719,1,0,43,240000,0,0,236238,4,4,108763,3,1,0,0
720,0,2,27,90000,0,0,7624,4,2,100000,1,3,3,0
721,0,0,25,50000,0,0,46895,4,4,102000,3,1,0,0
722,1,1,59,30000,0,1,13486,5,4,100000,3,1,0,1
723,1,1,46,160000,1,2,1672,3,3,100766,2,2,2,0
724,1,2,58,300000,1,1,158230,5,6,106000,5,0,1,1
725,0,2,29,340000,0,0,82770,4,4,110000,3,1,0,0
726,0,0,22,50000,1,0,25561,4,6,102134,3,1,0,0
727,1,0,41,50000,1,0,48537,4,4,102022,3,1,0,0
728,0,0,36,430000,1,4,1821,5,2,102324,1,3,3,0
729,0,0,32,140000,0,0,15497,3,4,101231,3,2,0,0
730,0,0,28,320000,0,2,4114,-1,3,100390,2,2,2,0
731,1,0,47,20000,0,1,8557,5,6,100000,5,1,0,1
732,1,2,30,360000,0,2,10821,3,3,105586,3,1,0,0
733,0,2,38,80000,0,4,1927,2,2,100446,1,3,3,0
734,0,0,37,360000,0,2,333,3,3,100333,2,2,2,1
735,0,2,37,350000,1,4,1140,-1,2,100000,1,3,3,0
736,0,0,34,300000,1,2,1000,3,3,101000,2,2,2,1
737,0,1,55,260000,2,0,185441,4,4,110000,3,1,0,0
738,0,2,41,220000,1,8,246915,12,10,100000,8,6,4,1
739,0,2,27,50000,0,1,45722,6,6,102000,5,0,1,1
740,1,2,28,180000,0,1,175154,6,6,105100,5,0,1,0
741,0,2,52,140000,0,2,1388,3,3,100000,2,3,3,0
742,1,1,39,230000,0,2,948,3,3,101156,-1,2,0,0
743,0,0,29,150000,1,1,99986,-1,6,106800,-1,0,1,1
744,1,1,34,20000,1,0,15736,6,4,101284,3,1,0,0
745,0,0,41,150000,2,4,0,5,2,100000,2,2,2,0
746,0,0,28,280000,0,4,0,2,2,100000,1,3,3,0
747,1,0,45,50000,0,0,46090,4,4,103000,3,1,0,0
748,0,0,41,180000,2,0,141137,4,4,105481,3,1,0,0
749,0,2,22,20000,0,0,10003,4,6,104211,-1,1,0,0
750,0,2,23,200000,0,0,72853,4,4,102933,3,1,0,0
751,0,2,29,290000,0,2,578,3,3,107129,2,2,2,0
752,0,2,28,210000,0,2,2670,-1,3,100262,2,2,0,0
753,0,1,29,110000,0,1,6467,5,6,101114,5,0,2,0
754,0,0,41,160000,1,2,0,5,3,101496,2,2,2,0
755,1,0,33,80000,1,0,79537,4,4,102359,3,1,0,0
756,0,0,29,230000,1,0,69853,4,4,102310,-1,1,0,0
757,1,0,27,130000,0,0,84579,4,4,103084,3,1,0,0
758,0,2,28,60000,1,0,46233,4,4,102100,3,1,1,0
759,1,0,39,350000,1,0,179189,4,4,106695,3,1,0,0
760,0,0,22,20000,0,0,6643,6,4,101500,3,4,1,1
761,0,0,34,310000,1,0,87842,4,4,103021,3,1,0,0
762,0,2,41,280000,1,0,96590,4,4,105000,3,1,0,0
763,1,0,27,10000,0,0,7015,4,6,103507,3,1,0,1
764,1,1,57,50000,1,0,18275,6,4,101509,3,1,0,0
765,0,0,26,100000,0,0,46891,4,4,102000,3,1,0,0
766,0,0,51,50000,0,0,57595,-1,4,101996,-1,1,0,0
767,1,0,47,240000,1,0,205495,4,4,134700,3,2,2,0
768,1,0,43,50000,1,0,48919,4,4,101800,3,1,0,0
769,0,0,25,110000,0,1,113385,5,4,103900,3,1,0,0
770,0,2,26,50000,0,0,4041,4,3,101200,3,1,2,0
771,1,2,30,350000,1,4,51672,2,2,113113,1,3,3,0
772,0,2,28,440000,0,0,67594,4,4,103000,3,1,0,0
773,0,1,45,360000,0,4,0,2,2,100000,1,3,3,1
774,0,2,29,110000,0,0,105102,4,4,105289,3,1,0,1
775,0,0,28,50000,1,0,36380,4,4,130000,3,1,0,1
776,1,0,27,60000,0,0,48307,4,4,101768,3,1,0,0
777,1,0,27,30000,0,0,7956,4,4,105000,1,3,3,0
778,1,1,42,50000,1,0,42238,4,4,101425,3,1,0,0
779,0,1,35,20000,3,2,3975,4,6,100362,5,2,2,0
780,0,0,37,130000,0,0,81731,4,4,104000,3,1,0,0
781,0,2,34,230000,1,4,711,2,2,100000,1,3,3,0
782,0,1,52,80000,1,1,36649,-1,7,103700,6,4,1,1
783,0,0,43,110000,1,0,92244,4,4,104500,3,1,0,0
784,1,2,24,50000,0,2,236,3,3,104324,-1,2,2,0
785,0,0,24,100000,0,0,101614,4,4,110000,3,2,0,0
786,0,0,25,70000,0,0,73939,4,4,103000,3,0,1,1
787,0,0,35,80000,1,0,14376,4,4,101435,3,1,0,0
788,0,2,23,20000,0,0,17165,4,4,101500,3,1,0,0
789,0,2,47,200000,1,1,4503,-1,6,100000,1,3,3,0
790,0,2,29,250000,0,0,98925,4,4,109000,3,1,0,0
791,0,0,31,50000,0,0,21704,4,4,101400,3,1,1,0
792,1,0,31,360000,1,0,359491,4,4,114108,3,1,0,1
793,0,1,40,210000,1,2,2309,3,4,104791,3,1,0,0
794,1,0,26,30000,0,0,24079,4,4,102500,3,1,0,1
795,1,1,46,130000,1,1,26582,5,4,100100,3,1,0,1
796,0,2,36,300000,1,2,540,2,3,101283,-1,3,3,0
797,1,0,43,130000,1,4,0,2,2,100000,2,1,0,0
798,1,2,41,240000,0,4,-317,2,2,163752,1,3,3,0
799,0,2,37,360000,0,0,198839,4,4,107000,3,1,0,0
800,1,0,34,130000,1,0,129998,4,4,106543,3,1,0,0
801,0,0,41,60000,0,0,16194,4,4,101518,3,1,0,0
802,0,2,37,290000,1,2,3486,3,3,100550,2,2,2,1
803,0,2,30,50000,0,0,19930,-1,4,128019,5,0,1,0
804,1,1,40,80000,0,1,81053,5,6,100300,5,0,1,0
805,0,1,34,300000,1,4,-75,2,2,129089,-1,3,3,0
806,1,0,48,290000,1,4,730,2,2,104426,1,3,3,1
807,0,2,33,330000,0,4,-200,5,2,100000,2,0,1,0
808,0,1,35,20000,1,1,17056,-1,6,102500,5,0,0,0
809,0,0,24,90000,0,0,17524,3,4,105000,3,1,0,0
810,0,0,30,180000,1,4,5100,2,2,109861,1,3,3,1
811,0,0,31,80000,0,0,75953,4,6,107000,5,1,0,0
812,0,0,32,270000,1,1,234752,-1,6,110000,-1,0,1,1
813,0,0,23,50000,0,0,48424,4,4,101500,1,3,3,0
814,1,0,37,320000,1,0,367670,4,4,113200,3,1,0,1
815,0,1,41,480000,1,0,44018,-1,4,135176,3,1,0,0
816,0,0,48,170000,0,0,24953,4,4,102000,-1,1,0,0
817,0,0,36,220000,1,0,136556,-1,4,105100,3,1,0,0
818,0,0,37,70000,0,0,69099,4,4,103018,3,1,0,0
819,0,0,36,400000,1,2,20818,4,6,101878,2,1,0,0
820,0,0,46,20000,2,4,0,5,3,100000,3,1,2,0
821,0,2,22,20000,0,0,15829,4,4,101600,3,1,0,0
822,1,0,58,30000,2,1,23496,7,4,100000,3,1,1,0
823,1,0,46,50000,1,0,47929,4,4,102078,3,1,0,1
824,1,1,45,140000,1,1,134073,6,6,100000,5,0,1,1
825,0,0,32,180000,1,0,8135,-1,4,105000,3,3,3,0
826,1,2,47,200000,0,2,696,3,3,100696,-1,2,2,0
827,1,0,40,180000,1,2,3071,3,3,105639,2,2,2,0
828,0,2,29,160000,0,0,157067,-1,4,105708,3,1,1,1
829,0,0,32,180000,1,1,15548,5,6,100000,-1,1,0,1
830,1,2,49,360000,1,2,4698,3,2,100000,1,2,1,1
831,0,2,25,30000,0,1,29335,6,6,104000,5,0,0,1
832,0,0,40,300000,1,4,0,5,2,100000,1,2,2,0
833,0,0,39,170000,1,0,22870,4,4,102000,3,1,0,0
834,0,0,23,130000,0,4,-169,-1,2,104739,1,3,3,0
835,0,0,30,100000,0,1,96638,6,6,104300,5,0,1,1
836,0,0,35,100000,1,0,77394,4,4,102640,3,1,0,1
837,0,0,28,40000,1,0,29195,4,6,103650,3,1,0,0
838,0,0,24,120000,0,0,93338,4,4,103261,3,1,0,0
839,0,0,49,250000,1,0,41075,4,4,105000,-1,1,0,0
